,SO2,CO,O3,NO2,PM10,PM25,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),현지기압(hPa),해면기압(hPa),시정(10m),지면온도(°C),month,day,hour,PM10_lag1
3931,0.003,0.6,0.038,0.025,56.0,37.0,9.9,0.0,3.0,270.0,62.0,7.5,1009.4,1019.8,1398.0,8.0,3,13,20,61.0
3932,0.003,0.6,0.034,0.026,63.0,44.0,9.6,0.0,3.0,270.0,64.0,7.6,1009.6,1020.0,1370.0,7.9,3,13,21,60.0
3933,0.003,0.6,0.032,0.027,61.0,40.0,9.2,0.0,1.4,230.0,66.0,7.6,1009.5,1019.9,1222.0,7.0,3,13,22,64.0
3934,0.003,0.6,0.028,0.03,63.0,44.0,8.4,0.0,2.2,270.0,70.0,7.7,1009.6,1020.1,994.0,6.0,3,13,23,71.0
3935,0.003,0.7,0.02,0.036,66.0,44.0,7.8,0.0,2.0,270.0,73.0,7.7,1009.7,1020.2,857.0,5.6,3,14,0,80.0
3936,0.003,0.7,0.021,0.034,72.0,50.0,7.3,0.0,1.8,250.0,76.0,7.7,1009.4,1019.9,723.0,5.1,3,14,1,99.0
3937,0.003,0.7,0.013,0.041,77.0,54.0,6.9,0.0,2.5,250.0,79.0,7.8,1009.4,1019.9,646.0,4.8,3,14,2,96.0
3938,0.003,0.7,0.011,0.041,86.0,60.0,6.3,0.0,1.3,250.0,81.0,7.7,1009.1,1019.7,573.0,4.3,3,14,3,90.0
3939,0.004,0.7,0.009,0.041,85.0,59.0,6.0,0.0,2.0,250.0,85.0,7.9,1008.8,1019.4,507.0,4.0,3,14,4,90.0
3940,0.003,0.8,0.003,0.045,93.0,64.0,5.5,0.0,1.9,270.0,86.0,7.7,1009.1,1019.7,441.0,3.7,3,14,5,103.0
3941,0.004,0.8,0.004,0.041,92.0,62.0,5.4,0.0,1.1,270.0,88.0,7.8,1009.5,1020.1,382.0,3.4,3,14,6,102.0
3942,0.004,0.7,0.009,0.034,95.0,65.0,5.0,0.0,1.3,270.0,89.0,7.7,1010.1,1020.7,326.0,3.3,3,14,7,96.0
3943,0.003,0.7,0.011,0.032,97.0,66.0,5.2,0.0,1.4,250.0,91.0,8.0,1010.6,1021.2,335.0,5.0,3,14,8,92.0
3944,0.004,0.7,0.015,0.03,99.0,68.0,6.6,0.0,1.7,250.0,88.0,8.5,1011.1,1021.7,377.0,9.1,3,14,9,100.0
3945,0.004,0.7,0.021,0.029,100.0,72.0,8.5,0.0,2.6,200.0,80.0,8.8,1011.3,1021.8,448.0,14.1,3,14,10,114.0
3946,0.004,0.7,0.031,0.025,102.0,73.0,10.4,0.0,1.8,250.0,70.0,8.8,1011.2,1021.6,508.0,18.6,3,14,11,114.0
3947,0.004,0.7,0.035,0.023,100.0,71.0,11.9,0.0,2.4,250.0,65.0,9.0,1010.9,1021.3,556.0,21.0,3,14,12,110.0
3948,0.004,0.7,0.042,0.021,99.0,73.0,12.9,0.0,3.7,250.0,59.0,8.7,1010.6,1020.9,682.0,23.2,3,14,13,110.0
3949,0.004,0.6,0.049,0.018,90.0,66.0,13.7,0.0,2.6,250.0,56.0,8.7,1009.6,1019.8,725.0,22.0,3,14,14,98.0
3950,0.003,0.6,0.054,0.014,85.0,64.0,14.4,0.0,3.3,200.0,49.0,8.0,1008.9,1019.1,1043.0,22.5,3,14,15,95.0
3951,0.003,0.6,0.056,0.015,70.0,49.0,14.6,0.0,2.3,250.0,50.0,8.2,1008.6,1018.8,1140.0,19.6,3,14,16,93.0
3952,0.003,0.6,0.057,0.015,68.0,49.0,13.8,0.0,3.0,230.0,51.0,8.0,1008.6,1018.8,1171.0,15.1,3,14,17,93.0
3953,0.004,0.7,0.052,0.019,66.0,44.0,11.9,0.0,3.5,270.0,59.0,8.2,1008.8,1019.1,898.0,11.3,3,14,18,74.0
3954,0.003,0.7,0.049,0.021,73.0,52.0,10.4,0.0,3.0,250.0,64.0,8.0,1009.0,1019.4,1068.0,9.1,3,14,19,76.0
3955,0.003,0.7,0.041,0.023,61.0,46.0,9.5,0.0,3.0,270.0,69.0,8.1,1009.3,1019.7,1001.0,8.4,3,14,20,64.0
3956,0.003,0.7,0.042,0.021,60.0,43.0,9.0,0.0,1.9,270.0,68.0,7.7,1009.2,1019.6,895.0,7.7,3,14,21,56.0
3957,0.004,0.7,0.044,0.021,64.0,48.0,8.7,0.0,1.6,270.0,68.0,7.6,1009.1,1019.5,815.0,7.5,3,14,22,52.0
3958,0.003,0.7,0.04,0.024,71.0,53.0,8.5,0.0,2.1,270.0,71.0,7.8,1009.4,1019.9,676.0,6.9,3,14,23,54.0
3959,0.003,0.8,0.03,0.029,80.0,59.0,7.6,0.0,0.9,270.0,73.0,7.6,1009.4,1019.9,514.0,5.9,3,15,0,58.0
3960,0.003,0.8,0.027,0.03,99.0,77.0,7.0,0.0,0.9,270.0,75.0,7.5,1008.7,1019.2,520.0,5.3,3,15,1,36.0
3961,0.004,0.8,0.03,0.026,96.0,73.0,6.7,0.0,0.6,320.0,78.0,7.6,1008.5,1019.0,525.0,4.8,3,15,2,13.0
3962,0.003,0.8,0.029,0.027,90.0,70.0,6.4,0.0,0.9,290.0,81.0,7.7,1008.8,1019.4,489.0,4.4,3,15,3,25.0
3963,0.003,0.8,0.02,0.034,90.0,68.0,5.9,0.0,0.7,290.0,82.0,7.6,1008.5,1019.1,460.0,4.0,3,15,4,38.0
3964,0.004,0.9,0.011,0.04,103.0,79.0,5.6,0.0,1.0,50.0,83.0,7.5,1008.5,1019.1,398.0,3.5,3,15,5,61.0
3965,0.003,0.8,0.008,0.036,102.0,78.0,5.2,0.0,2.3,50.0,84.0,7.4,1008.1,1018.7,385.0,3.6,3,15,6,40.0
3966,0.004,0.9,0.004,0.041,96.0,71.0,5.1,0.0,2.0,50.0,87.0,7.6,1008.3,1018.9,410.0,3.6,3,15,7,39.0
3967,0.004,0.9,0.004,0.046,92.0,70.0,6.0,0.0,2.1,50.0,86.0,8.0,1008.5,1019.1,429.0,6.0,3,15,8,66.0
3968,0.003,1.0,0.006,0.045,100.0,77.0,7.6,0.0,2.0,50.0,80.0,8.3,1008.9,1019.4,428.0,8.9,3,15,9,104.0
3969,0.003,1.0,0.009,0.044,114.0,85.0,9.5,0.0,1.8,50.0,72.0,8.5,1008.7,1019.1,488.0,13.3,3,15,10,117.0
3970,0.003,1.0,0.017,0.044,114.0,83.0,12.0,0.0,2.3,200.0,60.0,8.4,1008.1,1018.4,616.0,18.6,3,15,11,131.0
3971,0.004,0.9,0.024,0.044,110.0,76.0,13.3,0.0,2.6,200.0,54.0,8.2,1007.4,1017.6,679.0,18.3,3,15,12,135.0
3972,0.004,0.7,0.047,0.027,110.0,72.0,14.4,0.0,2.9,230.0,49.0,8.0,1006.2,1016.4,712.0,19.7,3,15,13,131.0
3973,0.005,0.7,0.052,0.023,98.0,66.0,14.8,0.0,2.9,200.0,45.0,7.5,1004.8,1015.0,880.0,18.6,3,15,14,134.0
3974,0.004,0.6,0.056,0.023,95.0,67.0,15.6,0.0,2.4,230.0,43.0,7.6,1004.0,1014.1,858.0,17.9,3,15,15,151.0
3975,0.004,0.7,0.058,0.024,93.0,65.0,15.4,0.0,2.8,230.0,41.0,7.1,1004.0,1014.2,1046.0,15.7,3,15,16,129.0
3976,0.004,0.7,0.055,0.023,93.0,62.0,14.9,0.0,3.4,200.0,40.0,6.8,1003.6,1013.8,1382.0,13.9,3,15,17,116.0
3977,0.004,0.6,0.052,0.022,74.0,50.0,13.7,0.0,3.4,200.0,49.0,7.6,1003.5,1013.7,1007.0,11.7,3,15,18,108.0
3978,0.004,0.6,0.048,0.025,76.0,53.0,12.9,0.0,3.2,200.0,51.0,7.5,1003.4,1013.6,1280.0,10.4,3,15,19,107.0
3979,0.004,0.6,0.043,0.024,64.0,44.0,12.7,0.0,3.4,230.0,57.0,8.3,1003.0,1013.2,1456.0,10.1,3,15,20,106.0
3980,0.003,0.5,0.045,0.022,56.0,35.0,12.6,0.0,3.9,230.0,65.0,9.4,1003.6,1013.8,1308.0,9.9,3,15,21,112.0
3981,0.004,0.5,0.049,0.017,52.0,36.0,12.3,0.0,4.2,230.0,71.0,10.1,1003.2,1013.5,1134.0,9.9,3,15,22,112.0
3982,0.004,0.5,0.047,0.015,54.0,34.0,11.5,0.0,2.8,230.0,85.0,11.5,1003.2,1013.5,342.0,10.0,3,15,23,110.0
3983,0.003,0.5,0.04,0.019,58.0,34.0,10.7,1.7,3.5,230.0,94.0,12.0,1002.7,1013.0,146.0,10.0,3,16,0,105.0
3984,0.003,0.5,0.044,0.012,36.0,20.0,9.8,0.0,4.2,270.0,94.0,11.3,1002.6,1013.0,201.0,9.6,3,16,1,112.0
3985,0.004,0.5,0.049,0.008,13.0,10.0,9.3,0.0,2.7,270.0,95.0,11.1,1002.4,1012.7,312.0,9.4,3,16,2,112.0
3986,0.003,0.5,0.047,0.008,25.0,15.0,9.2,1.3,2.4,250.0,94.0,10.9,1002.1,1012.5,341.0,9.2,3,16,3,115.0
3987,0.004,0.5,0.046,0.008,38.0,24.0,8.9,0.0,3.1,270.0,91.0,10.4,1002.2,1012.6,555.0,8.6,3,16,4,107.0
3988,0.004,0.5,0.044,0.008,61.0,27.0,7.8,0.0,2.8,270.0,82.0,8.7,1002.8,1013.2,1925.0,7.0,3,16,5,105.0
3989,0.003,0.5,0.039,0.009,40.0,16.0,6.6,0.0,2.0,320.0,71.0,6.9,1003.8,1014.3,2000.0,5.2,3,16,6,102.0
3990,0.003,0.5,0.035,0.013,39.0,12.0,5.6,0.0,1.8,290.0,59.0,5.4,1004.7,1015.3,2000.0,4.2,3,16,7,103.0
3991,0.003,0.4,0.031,0.015,66.0,11.0,5.4,0.0,3.1,290.0,54.0,4.9,1005.5,1016.1,2000.0,4.7,3,16,8,100.0
3992,0.004,0.4,0.043,0.013,104.0,12.0,6.2,0.0,2.8,340.0,55.0,5.2,1006.4,1016.9,2000.0,10.8,3,16,9,103.0
3993,0.004,0.4,0.042,0.013,117.0,12.0,7.6,0.0,3.7,360.0,47.0,4.9,1006.5,1017.0,2000.0,16.2,3,16,10,105.0
3994,0.003,0.4,0.037,0.011,131.0,16.0,8.5,0.0,4.4,290.0,38.0,4.2,1006.3,1016.7,2000.0,20.1,3,16,11,107.0
3995,0.003,0.4,0.04,0.011,135.0,16.0,10.2,0.0,2.5,290.0,34.0,4.2,1005.8,1016.2,2000.0,23.0,3,16,12,103.0
3996,0.002,0.4,0.042,0.01,131.0,18.0,11.5,0.0,3.0,290.0,30.0,4.1,1005.2,1015.5,2000.0,24.6,3,16,13,100.0
3997,0.004,0.4,0.042,0.014,134.0,17.0,12.6,0.0,2.9,270.0,30.0,4.4,1005.1,1015.4,2000.0,24.6,3,16,14,95.0
3998,0.003,0.4,0.041,0.013,151.0,21.0,12.6,0.0,4.0,250.0,27.0,3.9,1005.4,1015.7,2000.0,22.2,3,16,15,91.0
3999,0.004,0.4,0.042,0.013,129.0,15.0,12.4,0.0,4.3,270.0,28.0,4.0,1005.1,1015.4,2000.0,18.6,3,16,16,90.0
4000,0.004,0.4,0.039,0.016,116.0,18.0,12.0,0.0,3.6,250.0,37.0,5.2,1005.2,1015.5,2000.0,12.9,3,16,17,89.0
4001,0.003,0.4,0.037,0.016,108.0,16.0,10.5,0.0,4.0,250.0,41.0,5.2,1005.4,1015.8,2000.0,9.8,3,16,18,96.0
4002,0.003,0.4,0.034,0.019,107.0,17.0,9.1,0.0,3.7,290.0,41.0,4.8,1005.8,1016.2,2000.0,7.4,3,16,19,108.0
4003,0.003,0.5,0.035,0.015,106.0,18.0,7.9,0.0,2.6,290.0,43.0,4.6,1006.5,1017.0,2000.0,6.1,3,16,20,97.0
4004,0.004,0.4,0.035,0.013,112.0,18.0,6.6,0.0,2.5,270.0,48.0,4.7,1007.1,1017.6,2000.0,5.1,3,16,21,94.0
4005,0.003,0.4,0.033,0.015,112.0,17.0,6.0,0.0,3.3,290.0,48.0,4.5,1007.5,1018.1,2000.0,4.3,3,16,22,86.0
4006,0.003,0.4,0.033,0.015,110.0,19.0,5.7,0.0,2.9,290.0,48.0,4.4,1007.8,1018.4,2000.0,3.7,3,16,23,78.0
4007,0.004,0.4,0.033,0.015,105.0,16.0,4.9,0.0,2.0,270.0,50.0,4.3,1007.8,1018.4,2000.0,3.4,3,17,0,75.0
4008,0.004,0.4,0.034,0.015,112.0,15.0,4.5,0.0,1.5,270.0,50.0,4.2,1007.9,1018.5,2000.0,3.0,3,17,1,77.0
4009,0.002,0.4,0.032,0.014,112.0,16.0,4.1,0.0,1.0,50.0,54.0,4.4,1008.1,1018.7,2000.0,2.6,3,17,2,74.0
4010,0.003,0.4,0.03,0.015,115.0,15.0,3.6,0.0,1.2,290.0,52.0,4.1,1008.6,1019.3,2000.0,2.1,3,17,3,72.0
4011,0.003,0.4,0.022,0.022,107.0,17.0,3.2,0.0,1.3,320.0,54.0,4.2,1008.6,1019.3,2000.0,1.7,3,17,4,71.0
4012,0.003,0.4,0.022,0.023,105.0,18.0,2.7,0.0,1.1,340.0,56.0,4.2,1009.0,1019.7,2000.0,1.2,3,17,5,74.0
4013,0.003,0.5,0.019,0.024,102.0,15.0,2.2,0.0,0.5,50.0,57.0,4.1,1009.2,1019.9,2000.0,0.9,3,17,6,73.0
4014,0.003,0.5,0.014,0.031,103.0,16.0,1.9,0.0,1.4,50.0,61.0,4.3,1008.9,1019.6,2000.0,1.1,3,17,7,74.0
4015,0.003,0.5,0.013,0.036,100.0,17.0,2.8,0.0,2.1,20.0,58.0,4.3,1009.5,1020.2,2000.0,2.3,3,17,8,74.0
4016,0.004,0.5,0.016,0.032,103.0,16.0,5.8,0.0,2.2,70.0,50.0,4.6,1009.5,1020.1,2000.0,8.9,3,17,9,85.0
4017,0.004,0.6,0.016,0.034,105.0,15.0,8.5,0.0,1.6,70.0,45.0,5.0,1010.1,1020.6,2000.0,14.5,3,17,10,90.0
4018,0.004,0.5,0.022,0.027,107.0,18.0,10.6,0.0,2.1,70.0,39.0,5.0,1009.7,1020.1,2000.0,19.6,3,17,11,104.0
4019,0.004,0.5,0.028,0.024,103.0,18.0,12.7,0.0,2.2,160.0,35.0,5.2,1009.2,1019.5,2000.0,23.4,3,17,12,102.0
4020,0.004,0.5,0.031,0.024,100.0,19.0,14.2,0.0,1.9,70.0,31.0,5.0,1008.4,1018.6,2000.0,25.0,3,17,13,107.0
4021,0.004,0.5,0.035,0.022,95.0,17.0,15.5,0.0,1.1,50.0,29.0,5.1,1007.5,1017.7,2000.0,25.9,3,17,14,107.0
4022,0.004,0.4,0.036,0.022,91.0,19.0,16.7,0.0,2.7,180.0,25.0,4.8,1007.3,1017.4,2000.0,24.3,3,17,15,110.0
4023,0.004,0.5,0.033,0.026,90.0,16.0,17.4,0.0,2.0,200.0,24.0,4.8,1007.2,1017.3,1916.0,21.3,3,17,16,110.0
4024,0.003,0.5,0.029,0.032,89.0,19.0,16.4,0.0,3.8,250.0,34.0,6.3,1007.1,1017.2,2000.0,14.9,3,17,17,117.0
4025,0.003,0.5,0.031,0.035,96.0,23.0,13.7,0.0,3.4,270.0,39.0,6.1,1007.7,1017.9,2000.0,11.3,3,17,18,129.0
4026,0.004,0.5,0.037,0.026,108.0,25.0,11.0,0.0,2.8,270.0,45.0,5.9,1008.5,1018.9,2000.0,8.6,3,17,19,150.0
4027,0.004,0.5,0.031,0.027,97.0,22.0,9.5,0.0,1.0,180.0,50.0,5.9,1009.2,1019.6,2000.0,7.2,3,17,20,135.0
4028,0.003,0.6,0.019,0.037,94.0,24.0,8.6,0.0,1.6,230.0,53.0,5.9,1009.4,1019.9,2000.0,6.3,3,17,21,138.0
4029,0.003,0.6,0.018,0.037,86.0,23.0,8.8,0.0,2.2,290.0,45.0,5.1,1009.5,1019.9,2000.0,5.6,3,17,22,124.0
4030,0.003,0.6,0.012,0.041,78.0,23.0,7.9,0.0,1.0,290.0,45.0,4.8,1009.8,1020.3,2000.0,5.0,3,17,23,125.0
4031,0.004,0.8,0.003,0.053,75.0,22.0,7.2,0.0,0.9,270.0,48.0,4.9,1009.8,1020.3,2000.0,4.4,3,18,0,115.0
4032,0.004,0.8,0.002,0.053,77.0,23.0,6.9,0.0,1.2,270.0,55.0,5.5,1009.9,1020.4,2000.0,4.0,3,18,1,116.0
4033,0.003,0.8,0.002,0.052,74.0,22.0,6.2,0.0,1.6,270.0,59.0,5.6,1010.1,1020.7,2000.0,3.6,3,18,2,89.0
4034,0.003,0.7,0.004,0.05,72.0,22.0,5.9,0.0,1.0,70.0,62.0,5.8,1009.7,1020.3,2000.0,3.4,3,18,3,71.0
4035,0.003,0.7,0.003,0.048,71.0,21.0,5.5,0.0,2.0,50.0,63.0,5.7,1009.1,1019.7,2000.0,3.1,3,18,4,62.0
4036,0.004,0.7,0.002,0.047,74.0,24.0,5.4,0.0,1.4,50.0,64.0,5.8,1009.6,1020.2,2000.0,2.8,3,18,5,70.0
4037,0.003,0.7,0.003,0.047,73.0,24.0,5.1,0.0,2.5,50.0,67.0,5.9,1009.6,1020.2,2000.0,2.8,3,18,6,68.0
4038,0.004,0.7,0.002,0.046,74.0,24.0,5.1,0.0,1.0,70.0,67.0,5.9,1010.4,1021.0,2000.0,2.9,3,18,7,53.0
4039,0.004,0.7,0.004,0.044,74.0,23.0,6.1,0.0,1.5,50.0,67.0,6.3,1010.7,1021.3,2000.0,4.8,3,18,8,51.0
4040,0.003,0.7,0.007,0.047,85.0,23.0,8.8,0.0,1.8,70.0,58.0,6.5,1011.1,1021.6,2000.0,10.4,3,18,9,50.0
4041,0.004,0.8,0.009,0.048,90.0,29.0,11.5,0.0,2.4,70.0,52.0,7.0,1010.8,1021.2,2000.0,15.8,3,18,10,59.0
4042,0.005,0.6,0.019,0.04,104.0,33.0,13.6,0.0,2.3,110.0,46.0,7.1,1010.2,1020.5,2000.0,18.2,3,18,11,62.0
4043,0.003,0.6,0.022,0.041,102.0,34.0,15.2,0.0,1.9,140.0,43.0,7.4,1009.3,1019.5,1996.0,21.2,3,18,12,62.0
4044,0.005,0.6,0.031,0.037,107.0,38.0,16.6,0.0,1.9,180.0,40.0,7.5,1008.5,1018.6,1990.0,22.1,3,18,13,62.0
4045,0.004,0.6,0.038,0.035,107.0,40.0,16.3,0.0,1.8,290.0,40.0,7.4,1007.8,1017.9,1788.0,20.4,3,18,14,60.0
4046,0.004,0.6,0.039,0.035,110.0,41.0,17.8,0.0,2.0,180.0,36.0,7.3,1007.2,1017.2,1712.0,22.8,3,18,15,64.0
4047,0.005,0.6,0.033,0.04,110.0,44.0,18.1,0.0,1.3,270.0,34.0,7.0,1007.3,1017.3,1648.0,21.3,3,18,16,63.0
4048,0.005,0.6,0.036,0.044,117.0,49.0,16.9,0.0,3.7,250.0,37.0,7.1,1007.6,1017.7,1172.0,15.4,3,18,17,64.0
4049,0.004,0.7,0.034,0.053,129.0,59.0,15.3,0.0,3.3,270.0,40.0,6.9,1008.0,1018.2,1243.0,12.7,3,18,18,62.0
4050,0.004,0.7,0.041,0.044,150.0,74.0,14.2,0.0,1.7,230.0,46.0,7.4,1008.6,1018.8,1393.0,11.0,3,18,19,70.0
4051,0.005,0.8,0.034,0.046,135.0,67.0,13.6,0.0,1.3,230.0,48.0,7.4,1008.0,1018.2,1403.0,10.4,3,18,20,81.0
4052,0.004,0.8,0.028,0.049,138.0,66.0,13.3,0.0,2.1,290.0,48.0,7.3,1008.8,1019.1,1404.0,9.7,3,18,21,77.0
4053,0.005,0.7,0.037,0.036,124.0,62.0,12.9,0.0,1.4,270.0,48.0,7.1,1008.8,1019.1,1334.0,9.6,3,18,22,73.0
4054,0.005,0.7,0.025,0.05,125.0,62.0,12.7,0.0,1.1,50.0,47.0,6.9,1008.6,1018.9,1406.0,9.6,3,18,23,71.0
4055,0.005,0.7,0.029,0.043,115.0,58.0,12.5,0.0,0.8,20.0,47.0,6.8,1008.8,1019.1,1437.0,9.5,3,19,0,41.0
4056,0.004,0.6,0.032,0.037,116.0,60.0,12.4,0.0,1.7,70.0,49.0,7.0,1008.6,1018.9,1866.0,9.2,3,19,1,40.0
4057,0.004,0.5,0.029,0.027,89.0,36.0,12.5,0.0,2.4,50.0,52.0,7.5,1008.6,1018.9,2000.0,8.9,3,19,2,39.0
4058,0.004,0.4,0.03,0.019,71.0,23.0,12.4,0.0,2.6,50.0,55.0,7.8,1008.8,1019.1,2000.0,8.9,3,19,3,38.0
4059,0.003,0.4,0.026,0.019,62.0,19.0,12.2,0.0,1.8,70.0,55.0,7.8,1008.7,1019.0,2000.0,9.0,3,19,4,36.0
4060,0.003,0.6,0.017,0.034,70.0,26.0,12.0,0.0,1.8,90.0,57.0,8.0,1009.0,1019.3,1802.0,8.9,3,19,5,35.0
4061,0.003,0.4,0.023,0.021,68.0,25.0,11.6,0.0,1.3,50.0,59.0,8.0,1009.5,1019.9,2000.0,8.7,3,19,6,33.0
4062,0.004,0.5,0.015,0.029,53.0,17.0,11.6,0.0,2.6,140.0,60.0,8.1,1009.6,1020.0,2000.0,8.3,3,19,7,33.0
4063,0.003,0.5,0.016,0.028,51.0,16.0,11.6,0.0,2.1,70.0,61.0,8.3,1010.4,1020.8,2000.0,9.8,3,19,8,32.0
4064,0.003,0.6,0.014,0.03,50.0,15.0,12.9,0.0,2.7,140.0,55.0,8.1,1010.7,1021.0,2000.0,12.9,3,19,9,30.0
4065,0.004,0.5,0.025,0.021,59.0,15.0,14.4,0.0,3.1,140.0,48.0,7.8,1010.2,1020.4,2000.0,17.8,3,19,10,26.0
4066,0.005,0.5,0.031,0.019,62.0,18.0,15.6,0.0,3.2,90.0,43.0,7.6,1009.9,1020.1,2000.0,21.8,3,19,11,27.0
4067,0.003,0.4,0.036,0.018,62.0,16.0,17.4,0.0,2.2,110.0,37.0,7.3,1009.2,1019.3,2000.0,25.2,3,19,12,22.0
4068,0.005,0.4,0.04,0.017,62.0,16.0,18.4,0.0,2.9,160.0,36.0,7.6,1008.3,1018.3,2000.0,26.6,3,19,13,24.0
4069,0.004,0.4,0.044,0.017,60.0,16.0,19.2,0.0,1.8,230.0,34.0,7.5,1007.6,1017.6,2000.0,27.6,3,19,14,18.0
4070,0.004,0.4,0.05,0.016,64.0,16.0,19.8,0.0,2.4,70.0,35.0,8.0,1006.4,1016.4,2000.0,25.8,3,19,15,16.0
4071,0.004,0.5,0.051,0.018,63.0,17.0,20.2,0.0,2.5,200.0,33.0,7.7,1005.7,1015.7,2000.0,23.3,3,19,16,15.0
4072,0.003,0.4,0.053,0.017,64.0,17.0,19.9,0.0,2.1,110.0,35.0,8.1,1005.1,1015.1,2000.0,17.9,3,19,17,15.0
4073,0.004,0.5,0.052,0.019,62.0,20.0,18.0,0.0,3.9,250.0,42.0,8.6,1005.9,1015.9,2000.0,14.7,3,19,18,15.0
4074,0.004,0.5,0.045,0.035,70.0,29.0,16.1,0.0,3.1,270.0,49.0,8.9,1006.2,1016.3,2000.0,13.2,3,19,19,20.0
4075,0.004,0.5,0.039,0.034,81.0,33.0,15.5,0.0,2.6,270.0,50.0,8.8,1006.6,1016.8,2000.0,12.5,3,19,20,25.0
4076,0.004,0.5,0.043,0.031,77.0,33.0,15.2,0.0,1.8,270.0,51.0,8.8,1007.0,1017.2,2000.0,12.3,3,19,21,28.0
4077,0.003,0.5,0.031,0.042,73.0,30.0,14.8,0.0,0.9,270.0,53.0,8.8,1007.0,1017.2,1999.0,12.0,3,19,22,28.0
4078,0.005,0.5,0.029,0.034,71.0,28.0,14.8,0.0,3.0,110.0,50.0,8.4,1006.4,1016.6,2000.0,11.3,3,19,23,40.0
4079,0.004,0.4,0.036,0.017,41.0,12.0,14.7,0.0,2.9,140.0,49.0,8.1,1006.3,1016.5,2000.0,10.9,3,20,0,51.0
4080,0.003,0.4,0.037,0.015,40.0,11.0,14.2,0.0,2.6,140.0,49.0,7.9,1005.7,1015.9,2000.0,10.6,3,20,1,55.0
4081,0.003,0.3,0.04,0.012,39.0,11.0,13.7,0.0,2.7,110.0,48.0,7.5,1005.3,1015.5,2000.0,10.3,3,20,2,48.0
4082,0.003,0.3,0.041,0.01,38.0,10.0,13.3,0.0,2.9,160.0,47.0,7.2,1005.4,1015.6,2000.0,10.0,3,20,3,51.0
4083,0.004,0.3,0.043,0.01,36.0,10.0,12.7,0.0,2.6,110.0,47.0,6.9,1004.4,1014.6,2000.0,9.5,3,20,4,52.0
4084,0.003,0.3,0.04,0.011,35.0,10.0,12.2,0.0,2.4,110.0,44.0,6.2,1004.0,1014.3,2000.0,9.2,3,20,5,53.0
4085,0.003,0.3,0.036,0.014,33.0,9.0,12.0,0.0,2.9,110.0,46.0,6.4,1003.8,1014.1,2000.0,9.1,3,20,6,56.0
4086,0.004,0.3,0.033,0.018,33.0,9.0,11.8,0.0,2.5,140.0,46.0,6.3,1003.6,1013.9,2000.0,9.0,3,20,7,58.0
4087,0.003,0.3,0.034,0.018,32.0,9.0,11.4,0.0,2.5,140.0,53.0,7.1,1003.1,1013.4,1974.0,9.3,3,20,8,56.0
4088,0.002,0.3,0.034,0.014,30.0,11.0,10.6,0.0,3.8,160.0,59.0,7.5,1003.1,1013.4,2000.0,9.4,3,20,9,53.0
4089,0.003,0.3,0.034,0.018,26.0,10.0,9.1,0.0,1.5,160.0,81.0,9.3,1003.8,1014.2,531.0,9.6,3,20,10,52.0
4090,0.003,0.4,0.03,0.018,27.0,11.0,8.8,0.0,1.5,180.0,83.0,9.3,1004.0,1014.4,600.0,9.9,3,20,11,55.0
4091,0.003,0.4,0.026,0.024,22.0,8.0,8.8,3.7,0.5,70.0,87.0,9.8,1003.5,1013.9,990.0,10.5,3,20,12,55.0
4092,0.005,0.4,0.018,0.03,24.0,13.0,8.8,0.0,1.6,360.0,89.0,10.0,1002.7,1013.1,797.0,11.2,3,20,13,46.0
4093,0.003,0.5,0.017,0.033,18.0,11.0,9.0,0.0,1.5,360.0,89.0,10.2,1002.3,1012.7,731.0,10.9,3,20,14,35.0
4094,0.003,0.5,0.017,0.034,16.0,13.0,9.2,1.2,0.8,70.0,90.0,10.4,1001.3,1011.6,1511.0,11.2,3,20,15,37.0
4095,0.003,0.6,0.012,0.034,15.0,8.0,9.5,0.0,1.6,110.0,88.0,10.4,1000.8,1011.1,1956.0,10.9,3,20,16,30.0
4096,0.003,0.5,0.027,0.036,15.0,10.0,9.5,0.0,1.5,340.0,86.0,10.2,1000.9,1011.2,1875.0,10.4,3,20,17,29.0
4097,0.004,0.6,0.025,0.041,15.0,10.0,9.4,0.0,2.8,270.0,87.0,10.2,1001.2,1011.5,1615.0,9.7,3,20,18,30.0
4098,0.003,0.6,0.012,0.033,20.0,15.0,8.9,0.0,2.1,320.0,92.0,10.4,1001.2,1011.6,597.0,9.4,3,20,19,31.0
4099,0.003,0.5,0.029,0.018,25.0,19.0,8.6,0.0,2.0,290.0,90.0,10.0,1001.6,1012.0,923.0,8.9,3,20,20,29.0
4100,0.003,0.5,0.034,0.014,28.0,20.0,8.3,0.2,3.2,250.0,92.0,10.0,1002.2,1012.6,889.0,8.6,3,20,21,32.0
4101,0.003,0.5,0.032,0.016,28.0,21.0,7.9,0.0,2.8,250.0,89.0,9.4,1002.7,1013.1,1157.0,8.1,3,20,22,33.0
4102,0.004,0.5,0.035,0.016,40.0,26.0,7.7,0.0,3.7,270.0,89.0,9.3,1002.8,1013.2,837.0,8.0,3,20,23,31.0
4103,0.004,0.5,0.036,0.012,51.0,30.0,7.4,0.0,2.5,270.0,89.0,9.1,1002.9,1013.3,600.0,7.9,3,21,0,29.0
4104,0.003,0.5,0.038,0.009,55.0,33.0,7.1,0.0,2.7,270.0,88.0,8.8,1002.4,1012.9,862.0,7.7,3,21,1,29.0
